horizon,kind,label,mode,family,n_paths,usable_blocks,median_sharpe,q1_sharpe,q3_sharpe,iqr_spread,frac_paths_positive,median_path_return,total_trades,insufficient,reason
medium,pair,any(macd+bb_reversion),any,trend+mean-reversion,21,7,0.1443576475185898,-0.17352272693337084,1.0367403328119809,1.2102630597453516,0.5714285714285714,-0.28319933436024525,108,False,
medium,pair,all(macd+zscore),all,trend+mean-reversion,21,7,0.03898092110033995,-0.272958044768936,0.4480956605700446,0.7210537053389805,0.5238095238095238,-0.017791553278780015,38,False,
medium,pair,any(macd+zscore),any,trend+mean-reversion,21,7,0.43766509673816434,-0.17352272693337084,1.092496402196893,1.2660191291302638,0.6190476190476191,-0.06871272810276308,112,False,
medium,pair,all(macd+vwap_reversion),all,trend+mean-reversion,21,7,0.04702770666157508,-0.6108166050357529,0.2146366033425396,0.8254532083782924,0.5714285714285714,-0.07204310224419375,108,False,
medium,pair,any(macd+vwap_reversion),any,trend+mean-reversion,21,7,0.33369863870921573,-0.2000582084443061,0.938093210407357,1.1381514188516633,0.5714285714285714,-0.21032257490525552,120,False,
medium,pair,all(macd+obv_trend),all,trend+volume-flow,21,7,0.384622108348047,-0.2894504282571609,1.062147849330529,1.3515982775876898,0.6666666666666666,0.05158459555698558,174,False,
medium,pair,any(macd+obv_trend),any,trend+volume-flow,21,7,0.14796622996551334,-0.2771358005810067,0.9719865971792411,1.2491223977602477,0.5714285714285714,-0.21584869250894623,158,False,
medium,pair,all(ts_momentum+sma_regime),all,momentum+regime-filter,21,7,-0.4651979440357806,-0.9668839903560754,0.9438063058779059,1.9106902962339813,0.2857142857142857,-0.36898179892588057,100,False,
medium,pair,any(ts_momentum+sma_regime),any,momentum+regime-filter,21,7,0.22651141535673594,-0.3053833886623219,1.1430905531947961,1.448473941857118,0.6190476190476191,-0.08611020299902794,136,False,
medium,pair,all(ts_momentum+breakout),all,momentum+breakout,21,7,0.1549889212544055,-0.16249345277402777,1.5512526474177795,1.7137461001918073,0.5238095238095238,-0.07974831837732421,64,False,
medium,pair,any(ts_momentum+breakout),any,momentum+breakout,21,7,0.02604155103819542,-0.5459656423756052,1.0763033848839643,1.6222690272595695,0.5238095238095238,-0.17607929203987838,130,False,
medium,pair,all(ts_momentum+bb_breakout),all,momentum+breakout,21,7,0.3951773489041509,-0.14201832763877015,1.5783425464692578,1.7203608741080278,0.7142857142857143,0.10596393248628533,60,False,
medium,pair,any(ts_momentum+bb_breakout),any,momentum+breakout,21,7,-0.0141305808873226,-0.4064683030472643,1.369599573945644,1.7760678769929081,0.47619047619047616,-0.23645096908781982,138,False,
medium,pair,all(ts_momentum+keltner),all,momentum+breakout,21,7,0.31749806029440114,0.031752239053219986,1.7462259766493125,1.7144737375960926,0.7619047619047619,0.06683657408732535,42,False,
medium,pair,any(ts_momentum+keltner),any,momentum+breakout,21,7,-0.07749791233248308,-0.4469165846210678,1.237000465476684,1.6839170500977518,0.47619047619047616,-0.2385359805593985,136,False,
medium,pair,all(ts_momentum+rsi),all,momentum+oscillator-reversion,21,7,0.0,0.0,0.6908691218875113,0.6908691218875113,0.2857142857142857,0.0,2,True,only 2 trades across all blocks (floor 10)
medium,pair,any(ts_momentum+rsi),any,momentum+oscillator-reversion,21,7,0.1494446996065767,-0.5223990160157598,1.08427681730261,1.60667583331837,0.6190476190476191,-0.14295284516462958,154,False,
medium,pair,all(ts_momentum+stochastic),all,momentum+oscillator-reversion,21,7,-0.043776801714556376,-0.6242848350146925,0.36067994037212436,0.9849647753868168,0.47619047619047616,-0.03731663976910615,50,False,
medium,pair,any(ts_momentum+stochastic),any,momentum+oscillator-reversion,21,7,0.2917098191918704,-0.35248743164880136,0.7807213246656514,1.1332087563144526,0.5238095238095238,-0.052511947074319276,142,False,
medium,pair,all(ts_momentum+bb_reversion),all,momentum+mean-reversion,21,7,-0.21993718798973844,-0.6389154424556939,0.1446452537008133,0.7835606961565071,0.38095238095238093,-0.09636286363680957,54,False,
medium,pair,any(ts_momentum+bb_reversion),any,momentum+mean-reversion,21,7,0.22752590422236474,-0.4718336498541778,0.4443063573761717,0.9161400072303495,0.5714285714285714,-0.1894438847063642,130,False,
medium,pair,all(ts_momentum+zscore),all,momentum+mean-reversion,21,7,-0.21993718798973844,-0.6389154424556939,0.1446452537008133,0.7835606961565071,0.38095238095238093,-0.09636286363680957,54,False,
medium,pair,any(ts_momentum+zscore),any,momentum+mean-reversion,21,7,0.24538160787925972,-0.3693841780514287,0.7762122551081329,1.1455964331595616,0.6190476190476191,-0.1119698803198238,130,False,
medium,pair,all(ts_momentum+vwap_reversion),all,momentum+mean-reversion,21,7,-0.4121753595635449,-0.7645373569537652,-0.26306036048530157,0.5014769964684637,0.19047619047619047,-0.20897032401926863,108,False,
medium,pair,any(ts_momentum+vwap_reversion),any,momentum+mean-reversion,21,7,0.12952337381605017,-0.28931042684358943,0.8945728836061074,1.1838833104496969,0.5238095238095238,-0.3701184120915988,154,False,
medium,pair,all(ts_momentum+obv_trend),all,momentum+volume-flow,21,7,0.12345324182065898,-0.2658508294135788,1.0233897964501555,1.2892406258637343,0.6190476190476191,-0.06993506511170666,148,False,
medium,pair,any(ts_momentum+obv_trend),any,momentum+volume-flow,21,7,0.09542147731826484,-0.4490713709245627,1.032214548645549,1.4812859195701116,0.5714285714285714,-0.15734925955025802,202,False,
medium,pair,all(sma_regime+breakout),all,regime-filter+breakout,21,7,0.02587830483990495,-0.7833415985065132,0.9770124069634505,1.7603540054699636,0.5238095238095238,-0.1029746315307899,56,False,
medium,pair,any(sma_regime+breakout),any,regime-filter+breakout,21,7,0.09500432028161392,-0.5038154492851624,1.071479188748639,1.5752946380338013,0.5714285714285714,-0.16547196879556414,92,False,
medium,pair,all(sma_regime+bb_breakout),all,regime-filter+breakout,21,7,0.4026458000488664,-0.39718791603305303,1.2613052548890475,1.6584931709221005,0.5238095238095238,0.10975975354034806,50,False,
medium,pair,any(sma_regime+bb_breakout),any,regime-filter+breakout,21,7,0.01722866916232502,-0.5134191742282495,1.313977790030659,1.8273969642589085,0.5238095238095238,-0.2342768744673407,104,False,
medium,pair,all(sma_regime+keltner),all,regime-filter+breakout,21,7,-0.16281608022988855,-0.5028709252221566,1.4574267045396136,1.9602976297617702,0.47619047619047616,-0.08418962186327839,38,False,
medium,pair,any(sma_regime+keltner),any,regime-filter+breakout,21,7,0.042506377678179254,-0.26294078701013435,1.0446106129002466,1.307551399910381,0.5238095238095238,-0.16353366660861568,96,False,
medium,pair,all(sma_regime+rsi),all,regime-filter+oscillator-reversion,21,7,0.0,0.0,0.4685826560859329,0.4685826560859329,0.2857142857142857,0.0,2,True,only 2 trades across all blocks (floor 10)
medium,pair,any(sma_regime+rsi),any,regime-filter+oscillator-reversion,21,7,-0.019804706190294088,-0.4263228013908725,0.788570240933511,1.2148930423243836,0.47619047619047616,-0.22723124921443516,112,False,
medium,pair,all(sma_regime+stochastic),all,regime-filter+oscillator-reversion,21,7,0.15811087863677684,-0.2712219177826849,0.46900846187671663,0.7402303796594015,0.5714285714285714,0.015234437545398105,34,False,
medium,pair,any(sma_regime+stochastic),any,regime-filter+oscillator-reversion,21,7,-0.026829783857360418,-0.6437954899771595,0.6746765049065085,1.318471994883668,0.42857142857142855,-0.2912004277703413,114,False,
medium,pair,all(sma_regime+bb_reversion),all,regime-filter+mean-reversion,21,7,0.25401964461012866,-0.742279241745318,0.3919923059794692,1.1342715477247873,0.5238095238095238,0.039382484265301,36,False,
medium,pair,any(sma_regime+bb_reversion),any,regime-filter+mean-reversion,21,7,-0.05331270801377934,-0.7706347744376516,0.5564788226470654,1.327113597084717,0.47619047619047616,-0.33044904462984304,102,False,
medium,pair,all(sma_regime+zscore),all,regime-filter+mean-reversion,21,7,0.25401964461012866,-0.742279241745318,0.3919923059794692,1.1342715477247873,0.5238095238095238,0.039382484265301,36,False,
medium,pair,any(sma_regime+zscore),any,regime-filter+mean-reversion,21,7,0.08427388112369101,-0.5468946474694962,0.8139346037741005,1.3608292512435969,0.5714285714285714,-0.28232146014377824,102,False,
medium,pair,all(sma_regime+vwap_reversion),all,regime-filter+mean-reversion,21,7,-0.43691362273828227,-0.6008622648807997,-0.1357002498391238,0.465162015041676,0.14285714285714285,-0.17390249236167776,96,False,
medium,pair,any(sma_regime+vwap_reversion),any,regime-filter+mean-reversion,21,7,-0.09146888089578496,-0.40548014955531125,0.5791333631245579,0.9846135126798692,0.47619047619047616,-0.3260043006374179,124,False,
medium,pair,all(sma_regime+obv_trend),all,regime-filter+volume-flow,21,7,0.04657056302170271,-0.7097664901909364,0.943999476079207,1.6537659662701434,0.5238095238095238,-0.12628993768573227,128,False,
medium,pair,any(sma_regime+obv_trend),any,regime-filter+volume-flow,21,7,0.10502412229623631,-0.3238135760710558,1.0724684040920336,1.3962819801630895,0.5238095238095238,-0.21790805212729225,188,False,
medium,pair,all(breakout+rsi),all,breakout+oscillator-reversion,21,7,0.0,0.0,0.0,0.0,0.0,0.0,0,True,only 0 trades across all blocks (floor 10)
medium,pair,any(breakout+rsi),any,breakout+oscillator-reversion,21,7,0.3616801830787681,-0.12712639687471325,1.255623882504411,1.3827502793791242,0.6190476190476191,0.07117033408864692,70,False,
medium,pair,all(breakout+stochastic),all,breakout+oscillator-reversion,21,7,0.0,-0.2076829948171388,0.0,0.2076829948171388,0.23809523809523808,0.0,4,True,only 4 trades across all blocks (floor 10)
medium,pair,any(breakout+stochastic),any,breakout+oscillator-reversion,21,7,0.48948420983732877,-0.4721986852879075,1.0937874897932585,1.5659861750811659,0.5714285714285714,0.13078440724827978,102,False,
medium,pair,all(breakout+bb_reversion),all,breakout+mean-reversion,21,7,0.0,-0.7133624919265894,0.0,0.7133624919265894,0.0,0.0,2,True,only 2 trades across all blocks (floor 10)
medium,pair,any(breakout+bb_reversion),any,breakout+mean-reversion,21,7,0.3126052441448567,-0.4857417762335437,1.0137574103098994,1.499499186543443,0.5714285714285714,-0.15216539398860285,90,False,
medium,pair,all(breakout+zscore),all,breakout+mean-reversion,21,7,0.0,-0.7133624919265894,0.0,0.7133624919265894,0.0,0.0,2,True,only 2 trades across all blocks (floor 10)
medium,pair,any(breakout+zscore),any,breakout+mean-reversion,21,7,0.39197729565026435,-0.4264284689945247,1.2115117735823877,1.6379402425769123,0.6190476190476191,-0.08158664051116105,92,False,
medium,pair,all(breakout+vwap_reversion),all,breakout+mean-reversion,21,7,-0.3799955009850794,-0.6069080435060722,-0.029228119107804842,0.5776799243982673,0.23809523809523808,-0.10682399435520262,48,False,
medium,pair,any(breakout+vwap_reversion),any,breakout+mean-reversion,21,7,-0.04109536129804683,-0.4463045482536225,0.9111606298535297,1.3574651781071523,0.47619047619047616,-0.2684221947612332,138,False,
medium,pair,all(breakout+obv_trend),all,breakout+volume-flow,21,7,0.6088775731633421,-0.23781347301749434,1.3930190438938346,1.630832516911329,0.6190476190476191,0.2429054040240699,92,False,
medium,pair,any(breakout+obv_trend),any,breakout+volume-flow,21,7,0.07761774314173155,-0.42930354695120676,1.20568471918123,1.6349882661324369,0.5238095238095238,-0.175118852961208,180,False,
medium,pair,all(bb_breakout+rsi),all,breakout+oscillator-reversion,21,7,0.0,0.0,0.0,0.0,0.0,0.0,0,True,only 0 trades across all blocks (floor 10)
medium,pair,any(bb_breakout+rsi),any,breakout+oscillator-reversion,21,7,0.4893880100105656,0.1610191025614422,1.3029073742081745,1.1418882716467322,0.7619047619047619,0.15202839220899445,72,False,
medium,pair,all(bb_breakout+stochastic),all,breakout+oscillator-reversion,21,7,0.0,0.0,0.0,0.0,0.0,0.0,0,True,only 0 trades across all blocks (floor 10)
medium,pair,any(bb_breakout+stochastic),any,breakout+oscillator-reversion,21,7,0.8017012270764392,-0.3585512531794236,1.3173407478118886,1.675892000991312,0.6190476190476191,0.4787114011138678,110,False,
medium,pair,all(bb_breakout+bb_reversion),all,breakout+mean-reversion,21,7,0.0,0.0,0.0,0.0,0.0,0.0,0,True,only 0 trades across all blocks (floor 10)
medium,pair,any(bb_breakout+bb_reversion),any,breakout+mean-reversion,21,7,0.406990709741352,-0.2734463508289037,0.9839016908170355,1.257348041645939,0.6190476190476191,-0.023739652219779472,108,False,
medium,pair,all(bb_breakout+zscore),all,breakout+mean-reversion,21,7,0.0,0.0,0.0,0.0,0.0,0.0,0,True,only 0 trades across all blocks (floor 10)
medium,pair,any(bb_breakout+zscore),any,breakout+mean-reversion,21,7,0.5731447633153773,-0.2560383024808543,1.334327454317287,1.5903657567981413,0.6190476190476191,0.15852542426469451,108,False,
medium,pair,all(bb_breakout+vwap_reversion),all,breakout+mean-reversion,21,7,0.0,-0.5514009904010786,0.0,0.5514009904010786,0.0,0.0,2,True,only 2 trades across all blocks (floor 10)
medium,pair,any(bb_breakout+vwap_reversion),any,breakout+mean-reversion,21,7,0.1076180276092843,-0.48316628839971876,0.9498514059695242,1.433017694369243,0.6666666666666666,-0.1673962704515325,172,False,
medium,pair,all(bb_breakout+obv_trend),all,breakout+volume-flow,21,7,0.5409479679030393,-0.08827775238273738,1.6383338140875041,1.7266115664702415,0.6190476190476191,0.19741161075150848,76,False,
medium,pair,any(bb_breakout+obv_trend),any,breakout+volume-flow,21,7,0.2910761744045315,-0.38162835752050805,1.0596366965655943,1.4412650540861023,0.6666666666666666,-0.019400007985005963,202,False,
medium,pair,all(keltner+rsi),all,breakout+oscillator-reversion,21,7,0.0,0.0,0.0,0.0,0.0,0.0,0,True,only 0 trades across all blocks (floor 10)
medium,pair,any(keltner+rsi),any,breakout+oscillator-reversion,21,7,0.3537943329003446,0.016788249350159847,1.470200290565794,1.4534120412156342,0.8095238095238095,0.007072124005743863,56,False,
medium,pair,all(keltner+stochastic),all,breakout+oscillator-reversion,21,7,0.0,0.0,0.0,0.0,0.0,0.0,0,True,only 0 trades across all blocks (floor 10)
medium,pair,any(keltner+stochastic),any,breakout+oscillator-reversion,21,7,0.5559646445213804,-0.23373084617722148,0.9865502658130636,1.220281111990285,0.5714285714285714,0.2208393847024397,94,False,
medium,pair,all(keltner+bb_reversion),all,breakout+mean-reversion,21,7,0.0,0.0,0.0,0.0,0.0,0.0,0,True,only 0 trades across all blocks (floor 10)
medium,pair,any(keltner+bb_reversion),any,breakout+mean-reversion,21,7,0.34364292246978845,-0.2876533222218471,0.6427559903197347,0.9304093125415818,0.6190476190476191,-0.08962927229230766,88,False,
medium,pair,all(keltner+zscore),all,breakout+mean-reversion,21,7,0.0,0.0,0.0,0.0,0.0,0.0,0,True,only 0 trades across all blocks (floor 10)
medium,pair,any(keltner+zscore),any,breakout+mean-reversion,21,7,0.4695596249550046,-0.23281970034583002,1.0143303086307813,1.2471500089766114,0.6666666666666666,0.020762411245389467,88,False,
medium,pair,all(keltner+vwap_reversion),all,breakout+mean-reversion,21,7,0.0,0.0,0.0,0.0,0.0,0.0,0,True,only 0 trades across all blocks (floor 10)
medium,pair,any(keltner+vwap_reversion),any,breakout+mean-reversion,21,7,-0.006379029606674798,-0.3288638398292158,0.9052101979256518,1.2340740377548676,0.47619047619047616,-0.3157807013991295,164,False,
medium,pair,all(keltner+obv_trend),all,breakout+volume-flow,21,7,0.3265038167176978,0.014147697234092729,1.5167803529852746,1.5026326557511818,0.7619047619047619,0.06991997832450103,58,False,
medium,pair,any(keltner+obv_trend),any,breakout+volume-flow,21,7,0.14812538568170316,-0.47731153324339054,1.2162831933240756,1.6935947265674662,0.6190476190476191,-0.1394983095473079,200,False,
medium,pair,all(rsi+bb_reversion),all,oscillator-reversion+mean-reversion,21,7,0.18494499432192987,-0.35910146220515526,0.7786962430659444,1.1377977052710997,0.5714285714285714,-0.021283582164370318,20,False,
medium,pair,any(rsi+bb_reversion),any,oscillator-reversion+mean-reversion,21,7,-0.032690087253116035,-0.4100565481270607,0.17757607610423276,0.5876326242312935,0.47619047619047616,-0.23953026117128595,48,False,
medium,pair,all(rsi+zscore),all,oscillator-reversion+mean-reversion,21,7,0.18494499432192987,-0.35910146220515526,0.7786962430659444,1.1377977052710997,0.5714285714285714,-0.021283582164370318,20,False,
medium,pair,any(rsi+zscore),any,oscillator-reversion+mean-reversion,21,7,0.0676931346145925,-0.3402801427549509,0.4349534961001034,0.7752336388550543,0.5238095238095238,-0.15194302076200394,48,False,
medium,pair,all(rsi+vwap_reversion),all,oscillator-reversion+mean-reversion,21,7,0.22431111650204505,-0.34318242329494314,0.6674964482364019,1.010678871531345,0.5714285714285714,0.032851029701921775,30,False,
medium,pair,any(rsi+vwap_reversion),any,oscillator-reversion+mean-reversion,21,7,-0.16469025842829427,-0.2340099988552989,0.1317535380460982,0.3657635369013971,0.2857142857142857,-0.359910830028375,140,False,
medium,pair,all(rsi+obv_trend),all,oscillator-reversion+volume-flow,21,7,-0.08684865620866242,-0.22551071083488342,0.0,0.22551071083488342,0.23809523809523808,-0.03812433768807799,42,False,
medium,pair,any(rsi+obv_trend),any,oscillator-reversion+volume-flow,21,7,0.4065525546744589,-0.19842556018655708,1.202187039818918,1.400612600005475,0.7142857142857143,0.06259591435158729,192,False,
medium,pair,all(stochastic+bb_reversion),all,oscillator-reversion+mean-reversion,21,7,0.10579513839365279,-0.43967428611479914,0.8261606467132683,1.2658349328280674,0.5238095238095238,-0.03788240326357972,40,False,
medium,pair,any(stochastic+bb_reversion),any,oscillator-reversion+mean-reversion,21,7,-0.0868242540555628,-0.4816488697305662,0.254302720623727,0.7359515903542933,0.47619047619047616,-0.208022474323037,66,False,
medium,pair,all(stochastic+zscore),all,oscillator-reversion+mean-reversion,21,7,0.3142126904663432,-0.3840150584408143,1.2361411584800324,1.6201562169208468,0.5714285714285714,0.06158981230687055,40,False,
medium,pair,any(stochastic+zscore),any,oscillator-reversion+mean-reversion,21,7,-0.00797012761890135,-0.47524736189738054,0.3234994566081139,0.7987468185054944,0.47619047619047616,-0.208022474323037,66,False,
medium,pair,all(stochastic+vwap_reversion),all,oscillator-reversion+mean-reversion,21,7,-0.10028200069963934,-0.4934775035372789,0.6430995844783649,1.1365770880156438,0.47619047619047616,-0.15018895322527537,72,False,
medium,pair,any(stochastic+vwap_reversion),any,oscillator-reversion+mean-reversion,21,7,-0.05016631015900734,-0.32744210620326997,0.21304950563349861,0.5404916118367686,0.3333333333333333,-0.3333922266708468,136,False,
medium,pair,all(stochastic+obv_trend),all,oscillator-reversion+volume-flow,21,7,0.3047293354750759,-0.017391434764687894,0.9314510314924234,0.9488424662571112,0.7142857142857143,0.04228822336064497,78,False,
medium,pair,any(stochastic+obv_trend),any,oscillator-reversion+volume-flow,21,7,0.3611126538949581,-0.494274265103272,0.7373117688978383,1.2315860340011104,0.5714285714285714,-0.014335118624020371,180,False,
medium,pair,all(bb_reversion+obv_trend),all,mean-reversion+volume-flow,21,7,0.3458304833732689,0.042569326073270145,0.5043347579339544,0.4617654318606843,0.7619047619047619,0.05707541323635601,46,False,
medium,pair,any(bb_reversion+obv_trend),any,mean-reversion+volume-flow,21,7,0.13823445084050207,-0.5149156447679681,0.8154459957183023,1.3303616404862706,0.5714285714285714,-0.2886929003798261,194,False,
medium,pair,all(zscore+obv_trend),all,mean-reversion+volume-flow,21,7,0.3458304833732689,0.042569326073270145,0.5525708001021525,0.5100014740288824,0.7619047619047619,0.06991900998031575,44,False,
medium,pair,any(zscore+obv_trend),any,mean-reversion+volume-flow,21,7,0.3611876736175661,-0.42609595674041517,0.8523718069750814,1.2784677637154966,0.6190476190476191,-0.1255575969734395,200,False,
medium,pair,all(vwap_reversion+obv_trend),all,mean-reversion+volume-flow,21,7,-0.9056776850563047,-1.3355981478126862,-0.1126977182813001,1.2229004295313861,0.19047619047619047,-0.15536534098360755,126,False,
medium,pair,any(vwap_reversion+obv_trend),any,mean-reversion+volume-flow,21,7,0.3227437249901946,-0.3399414053624354,0.8582749041364429,1.1982163094988783,0.5714285714285714,-0.21426194394560605,164,False,
